,Minutes5UTC,Minutes5DK,PriceArea,CO2Emission
383,2023-01-01T07:00:00,2023-01-01T08:00:00,DK2,78.0
384,2023-01-01T06:55:00,2023-01-01T07:55:00,DK1,100.0
385,2023-01-01T06:55:00,2023-01-01T07:55:00,DK2,100.0
386,2023-01-01T06:50:00,2023-01-01T07:50:00,DK1,104.0
387,2023-01-01T06:50:00,2023-01-01T07:50:00,DK2,104.0
388,2023-01-01T06:45:00,2023-01-01T07:45:00,DK1,124.0
389,2023-01-01T06:45:00,2023-01-01T07:45:00,DK2,124.0
390,2023-01-01T06:40:00,2023-01-01T07:40:00,DK1,130.0
391,2023-01-01T06:40:00,2023-01-01T07:40:00,DK2,130.0
392,2023-01-01T06:35:00,2023-01-01T07:35:00,DK1,130.0
393,2023-01-01T06:35:00,2023-01-01T07:35:00,DK2,130.0
394,2023-01-01T06:30:00,2023-01-01T07:30:00,DK1,131.0
395,2023-01-01T06:30:00,2023-01-01T07:30:00,DK2,131.0
396,2023-01-01T06:25:00,2023-01-01T07:25:00,DK1,130.0
397,2023-01-01T06:25:00,2023-01-01T07:25:00,DK2,130.0
398,2023-01-01T06:20:00,2023-01-01T07:20:00,DK1,140.0
399,2023-01-01T06:20:00,2023-01-01T07:20:00,DK2,140.0
400,2023-01-01T06:15:00,2023-01-01T07:15:00,DK1,144.0
401,2023-01-01T06:15:00,2023-01-01T07:15:00,DK2,144.0
402,2023-01-01T06:10:00,2023-01-01T07:10:00,DK1,145.0
403,2023-01-01T06:10:00,2023-01-01T07:10:00,DK2,145.0
404,2023-01-01T06:05:00,2023-01-01T07:05:00,DK1,147.0
405,2023-01-01T06:05:00,2023-01-01T07:05:00,DK2,147.0
406,2023-01-01T06:00:00,2023-01-01T07:00:00,DK1,149.0
407,2023-01-01T06:00:00,2023-01-01T07:00:00,DK2,149.0
408,2023-01-01T05:55:00,2023-01-01T06:55:00,DK1,153.0
409,2023-01-01T05:55:00,2023-01-01T06:55:00,DK2,153.0
410,2023-01-01T05:50:00,2023-01-01T06:50:00,DK1,156.0
411,2023-01-01T05:50:00,2023-01-01T06:50:00,DK2,156.0
412,2023-01-01T05:45:00,2023-01-01T06:45:00,DK1,161.0
413,2023-01-01T05:45:00,2023-01-01T06:45:00,DK2,161.0
414,2023-01-01T05:40:00,2023-01-01T06:40:00,DK1,163.0
415,2023-01-01T05:40:00,2023-01-01T06:40:00,DK2,163.0
416,2023-01-01T05:35:00,2023-01-01T06:35:00,DK1,164.0
417,2023-01-01T05:35:00,2023-01-01T06:35:00,DK2,164.0
418,2023-01-01T05:30:00,2023-01-01T06:30:00,DK1,169.0
419,2023-01-01T05:30:00,2023-01-01T06:30:00,DK2,169.0
420,2023-01-01T05:25:00,2023-01-01T06:25:00,DK1,171.0
421,2023-01-01T05:25:00,2023-01-01T06:25:00,DK2,171.0
422,2023-01-01T05:20:00,2023-01-01T06:20:00,DK1,173.0
423,2023-01-01T05:20:00,2023-01-01T06:20:00,DK2,173.0
424,2023-01-01T05:15:00,2023-01-01T06:15:00,DK1,170.0
425,2023-01-01T05:15:00,2023-01-01T06:15:00,DK2,170.0
426,2023-01-01T05:10:00,2023-01-01T06:10:00,DK1,169.0
427,2023-01-01T05:10:00,2023-01-01T06:10:00,DK2,169.0
428,2023-01-01T05:05:00,2023-01-01T06:05:00,DK1,168.0
429,2023-01-01T05:05:00,2023-01-01T06:05:00,DK2,168.0
430,2023-01-01T05:00:00,2023-01-01T06:00:00,DK1,164.0
431,2023-01-01T05:00:00,2023-01-01T06:00:00,DK2,164.0
432,2023-01-01T04:55:00,2023-01-01T05:55:00,DK1,163.0
433,2023-01-01T04:55:00,2023-01-01T05:55:00,DK2,163.0
434,2023-01-01T04:50:00,2023-01-01T05:50:00,DK1,164.0
435,2023-01-01T04:50:00,2023-01-01T05:50:00,DK2,164.0
436,2023-01-01T04:45:00,2023-01-01T05:45:00,DK1,162.0
437,2023-01-01T04:45:00,2023-01-01T05:45:00,DK2,162.0
438,2023-01-01T04:40:00,2023-01-01T05:40:00,DK1,162.0
439,2023-01-01T04:40:00,2023-01-01T05:40:00,DK2,162.0
440,2023-01-01T04:35:00,2023-01-01T05:35:00,DK1,158.0
441,2023-01-01T04:35:00,2023-01-01T05:35:00,DK2,158.0
442,2023-01-01T04:30:00,2023-01-01T05:30:00,DK1,159.0
443,2023-01-01T04:30:00,2023-01-01T05:30:00,DK2,159.0
444,2023-01-01T04:25:00,2023-01-01T05:25:00,DK1,158.0
445,2023-01-01T04:25:00,2023-01-01T05:25:00,DK2,158.0
446,2023-01-01T04:20:00,2023-01-01T05:20:00,DK1,160.0
447,2023-01-01T04:20:00,2023-01-01T05:20:00,DK2,160.0
448,2023-01-01T04:15:00,2023-01-01T05:15:00,DK1,160.0
449,2023-01-01T04:15:00,2023-01-01T05:15:00,DK2,160.0
450,2023-01-01T04:10:00,2023-01-01T05:10:00,DK1,163.0
451,2023-01-01T04:10:00,2023-01-01T05:10:00,DK2,163.0
452,2023-01-01T04:05:00,2023-01-01T05:05:00,DK1,164.0
453,2023-01-01T04:05:00,2023-01-01T05:05:00,DK2,164.0
454,2023-01-01T04:00:00,2023-01-01T05:00:00,DK1,175.0
455,2023-01-01T04:00:00,2023-01-01T05:00:00,DK2,175.0
456,2023-01-01T03:55:00,2023-01-01T04:55:00,DK1,155.0
457,2023-01-01T03:55:00,2023-01-01T04:55:00,DK2,155.0
458,2023-01-01T03:50:00,2023-01-01T04:50:00,DK1,152.0
459,2023-01-01T03:50:00,2023-01-01T04:50:00,DK2,152.0
460,2023-01-01T03:45:00,2023-01-01T04:45:00,DK1,150.0
461,2023-01-01T03:45:00,2023-01-01T04:45:00,DK2,150.0
462,2023-01-01T03:40:00,2023-01-01T04:40:00,DK1,149.0
463,2023-01-01T03:40:00,2023-01-01T04:40:00,DK2,149.0
464,2023-01-01T03:35:00,2023-01-01T04:35:00,DK1,150.0
465,2023-01-01T03:35:00,2023-01-01T04:35:00,DK2,150.0
466,2023-01-01T03:30:00,2023-01-01T04:30:00,DK1,153.0
467,2023-01-01T03:30:00,2023-01-01T04:30:00,DK2,153.0
468,2023-01-01T03:25:00,2023-01-01T04:25:00,DK1,152.0
469,2023-01-01T03:25:00,2023-01-01T04:25:00,DK2,152.0
470,2023-01-01T03:20:00,2023-01-01T04:20:00,DK1,153.0
471,2023-01-01T03:20:00,2023-01-01T04:20:00,DK2,153.0
472,2023-01-01T03:15:00,2023-01-01T04:15:00,DK1,152.0
473,2023-01-01T03:15:00,2023-01-01T04:15:00,DK2,152.0
474,2023-01-01T03:10:00,2023-01-01T04:10:00,DK1,151.0
475,2023-01-01T03:10:00,2023-01-01T04:10:00,DK2,151.0
476,2023-01-01T03:05:00,2023-01-01T04:05:00,DK1,147.0
477,2023-01-01T03:05:00,2023-01-01T04:05:00,DK2,147.0
478,2023-01-01T03:00:00,2023-01-01T04:00:00,DK1,138.0
479,2023-01-01T03:00:00,2023-01-01T04:00:00,DK2,138.0
480,2023-01-01T02:55:00,2023-01-01T03:55:00,DK1,140.0
481,2023-01-01T02:55:00,2023-01-01T03:55:00,DK2,140.0
482,2023-01-01T02:50:00,2023-01-01T03:50:00,DK1,143.0
483,2023-01-01T02:50:00,2023-01-01T03:50:00,DK2,143.0
484,2023-01-01T02:45:00,2023-01-01T03:45:00,DK1,144.0
485,2023-01-01T02:45:00,2023-01-01T03:45:00,DK2,144.0
486,2023-01-01T02:40:00,2023-01-01T03:40:00,DK1,143.0
487,2023-01-01T02:40:00,2023-01-01T03:40:00,DK2,143.0
488,2023-01-01T02:35:00,2023-01-01T03:35:00,DK1,144.0
489,2023-01-01T02:35:00,2023-01-01T03:35:00,DK2,144.0
490,2023-01-01T02:30:00,2023-01-01T03:30:00,DK1,144.0
491,2023-01-01T02:30:00,2023-01-01T03:30:00,DK2,144.0
492,2023-01-01T02:25:00,2023-01-01T03:25:00,DK1,146.0
493,2023-01-01T02:25:00,2023-01-01T03:25:00,DK2,146.0
494,2023-01-01T02:20:00,2023-01-01T03:20:00,DK1,148.0
495,2023-01-01T02:20:00,2023-01-01T03:20:00,DK2,148.0
496,2023-01-01T02:15:00,2023-01-01T03:15:00,DK1,151.0
497,2023-01-01T02:15:00,2023-01-01T03:15:00,DK2,151.0
498,2023-01-01T02:10:00,2023-01-01T03:10:00,DK1,150.0
499,2023-01-01T02:10:00,2023-01-01T03:10:00,DK2,150.0
500,2023-01-01T02:05:00,2023-01-01T03:05:00,DK1,149.0
501,2023-01-01T02:05:00,2023-01-01T03:05:00,DK2,149.0
502,2023-01-01T02:00:00,2023-01-01T03:00:00,DK1,143.0
503,2023-01-01T02:00:00,2023-01-01T03:00:00,DK2,143.0
504,2023-01-01T01:55:00,2023-01-01T02:55:00,DK1,144.0
505,2023-01-01T01:55:00,2023-01-01T02:55:00,DK2,144.0
506,2023-01-01T01:50:00,2023-01-01T02:50:00,DK1,146.0
507,2023-01-01T01:50:00,2023-01-01T02:50:00,DK2,146.0
508,2023-01-01T01:45:00,2023-01-01T02:45:00,DK1,145.0
509,2023-01-01T01:45:00,2023-01-01T02:45:00,DK2,145.0
510,2023-01-01T01:40:00,2023-01-01T02:40:00,DK1,148.0
511,2023-01-01T01:40:00,2023-01-01T02:40:00,DK2,148.0
512,2023-01-01T01:35:00,2023-01-01T02:35:00,DK1,151.0
513,2023-01-01T01:35:00,2023-01-01T02:35:00,DK2,151.0
514,2023-01-01T01:30:00,2023-01-01T02:30:00,DK1,153.0
515,2023-01-01T01:30:00,2023-01-01T02:30:00,DK2,153.0
516,2023-01-01T01:25:00,2023-01-01T02:25:00,DK1,153.0
517,2023-01-01T01:25:00,2023-01-01T02:25:00,DK2,153.0
518,2023-01-01T01:20:00,2023-01-01T02:20:00,DK1,156.0
519,2023-01-01T01:20:00,2023-01-01T02:20:00,DK2,156.0
520,2023-01-01T01:15:00,2023-01-01T02:15:00,DK1,166.0
521,2023-01-01T01:15:00,2023-01-01T02:15:00,DK2,166.0
522,2023-01-01T01:10:00,2023-01-01T02:10:00,DK1,167.0
523,2023-01-01T01:10:00,2023-01-01T02:10:00,DK2,167.0
524,2023-01-01T01:05:00,2023-01-01T02:05:00,DK1,166.0
525,2023-01-01T01:05:00,2023-01-01T02:05:00,DK2,166.0
526,2023-01-01T01:00:00,2023-01-01T02:00:00,DK1,152.0
527,2023-01-01T01:00:00,2023-01-01T02:00:00,DK2,152.0
528,2023-01-01T00:55:00,2023-01-01T01:55:00,DK1,122.0
529,2023-01-01T00:55:00,2023-01-01T01:55:00,DK2,122.0
530,2023-01-01T00:50:00,2023-01-01T01:50:00,DK1,121.0
531,2023-01-01T00:50:00,2023-01-01T01:50:00,DK2,121.0
532,2023-01-01T00:45:00,2023-01-01T01:45:00,DK1,124.0
533,2023-01-01T00:45:00,2023-01-01T01:45:00,DK2,124.0
534,2023-01-01T00:40:00,2023-01-01T01:40:00,DK1,131.0
535,2023-01-01T00:40:00,2023-01-01T01:40:00,DK2,131.0
536,2023-01-01T00:35:00,2023-01-01T01:35:00,DK1,137.0
537,2023-01-01T00:35:00,2023-01-01T01:35:00,DK2,137.0
538,2023-01-01T00:30:00,2023-01-01T01:30:00,DK1,132.0
539,2023-01-01T00:30:00,2023-01-01T01:30:00,DK2,132.0
540,2023-01-01T00:25:00,2023-01-01T01:25:00,DK1,136.0
541,2023-01-01T00:25:00,2023-01-01T01:25:00,DK2,136.0
542,2023-01-01T00:20:00,2023-01-01T01:20:00,DK1,145.0
543,2023-01-01T00:20:00,2023-01-01T01:20:00,DK2,145.0
544,2023-01-01T00:15:00,2023-01-01T01:15:00,DK1,152.0
545,2023-01-01T00:15:00,2023-01-01T01:15:00,DK2,152.0
546,2023-01-01T00:10:00,2023-01-01T01:10:00,DK1,155.0
547,2023-01-01T00:10:00,2023-01-01T01:10:00,DK2,155.0
548,2023-01-01T00:05:00,2023-01-01T01:05:00,DK1,160.0
549,2023-01-01T00:05:00,2023-01-01T01:05:00,DK2,160.0
550,2023-01-01T00:00:00,2023-01-01T01:00:00,DK1,168.0
551,2023-01-01T00:00:00,2023-01-01T01:00:00,DK2,168.0
552,2022-12-31T23:55:00,2023-01-01T00:55:00,DK1,174.0
553,2022-12-31T23:55:00,2023-01-01T00:55:00,DK2,174.0
554,2022-12-31T23:50:00,2023-01-01T00:50:00,DK1,180.0
555,2022-12-31T23:50:00,2023-01-01T00:50:00,DK2,180.0
556,2022-12-31T23:45:00,2023-01-01T00:45:00,DK1,182.0
557,2022-12-31T23:45:00,2023-01-01T00:45:00,DK2,182.0
558,2022-12-31T23:40:00,2023-01-01T00:40:00,DK1,191.0
559,2022-12-31T23:40:00,2023-01-01T00:40:00,DK2,191.0
560,2022-12-31T23:35:00,2023-01-01T00:35:00,DK1,196.0
561,2022-12-31T23:35:00,2023-01-01T00:35:00,DK2,196.0
562,2022-12-31T23:30:00,2023-01-01T00:30:00,DK1,203.0
563,2022-12-31T23:30:00,2023-01-01T00:30:00,DK2,203.0
564,2022-12-31T23:25:00,2023-01-01T00:25:00,DK1,207.0
565,2022-12-31T23:25:00,2023-01-01T00:25:00,DK2,207.0
566,2022-12-31T23:20:00,2023-01-01T00:20:00,DK1,212.0
567,2022-12-31T23:20:00,2023-01-01T00:20:00,DK2,212.0
568,2022-12-31T23:15:00,2023-01-01T00:15:00,DK1,220.0
569,2022-12-31T23:15:00,2023-01-01T00:15:00,DK2,220.0
570,2022-12-31T23:10:00,2023-01-01T00:10:00,DK1,222.0
571,2022-12-31T23:10:00,2023-01-01T00:10:00,DK2,222.0
572,2022-12-31T23:05:00,2023-01-01T00:05:00,DK1,224.0
573,2022-12-31T23:05:00,2023-01-01T00:05:00,DK2,224.0
574,2022-12-31T23:00:00,2023-01-01T00:00:00,DK1,227.0
575,2022-12-31T23:00:00,2023-01-01T00:00:00,DK2,227.0
